Serial Number of system during year,Basin of origin,Date(DD-MM-YYYY),Time (UTC),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,Grade (text),Year
7,BOB,07-11-2010,1200,2,996,30,DD,2010
7,BOB,07-11-2010,1500,2,998,30,DD,2010
7,BOB,07-11-2010,1800,2,1000,30,DD,2010
7,BOB,08-11-2010,0,1.5,1002,25,D,2010
7,BOB,08-11-2010,300,1.5,1004,25,D,2010
7,BOB,08-11-2010,300,1.5,1004,25,D,2010
8,BOB,07-12-2010,300,1.5,1000,25,D,2010
8,BOB,07-12-2010,600,1.5,1000,25,D,2010
8,BOB,07-12-2010,1200,1.5,1000,25,D,2010
8,BOB,07-12-2010,1800,1.5,1000,25,D,2010
8,BOB,08-12-2010,0,1.5,1000,20,D,2010
1,BOB,02-02-2011 00:00,900,1.5,1002,25,D,2011
1,BOB,02-02-2011 00:00,1200,1.5,1002,25,D,2011
1,BOB,02-02-2011 00:00,1800,1.5,1002,25,D,2011
1,BOB,02-02-2011 00:00,1800,1.5,1002,25,D,2011
1,BOB,02-02-2011 00:00,1800,1.5,1002,25,D,2011
2,AS,11-06-2011 00:00,1200,1.5,996,25,D,2011
2,AS,11-06-2011 00:00,1800,1.5,996,25,D,2011
2,AS,12-06-2011 00:00,0,1.5,996,25,D,2011
2,AS,12-06-2011 00:00,300,1.5,996,20,D,2011
2,AS,12-06-2011 00:00,600,1.5,996,20,D,2011
2,AS,12-06-2011 00:00,600,1.5,996,20,D,2011
2,AS,12-06-2011 00:00,600,1.5,996,20,D,2011
2,AS,12-06-2011 00:00,600,1.5,996,20,D,2011
3,BOB,16-06-2011 00:00,300,1.5,986,25,D,2011
3,BOB,16-06-2011 00:00,600,1.5,986,25,DD,2011
3,BOB,16-06-2011 00:00,1200,2,984,30,DD,2011
3,BOB,16-06-2011 00:00,1800,2,984,30,DD,2011
3,BOB,17-06-2011 00:00,0,2,984,30,DD,2011
3,BOB,17-06-2011 00:00,300,2,984,30,DD,2011
3,BOB,17-06-2011 00:00,600,2.5,978,35,DD,2011
3,BOB,17-06-2011 00:00,1200,2,982,25,DD,2011
3,BOB,17-06-2011 00:00,1800,2,984,25,DD,2011
3,BOB,18-06-2011 00:00,0,2,984,25,DD,2011
3,BOB,18-06-2011 00:00,300,2,984,25,DD,2011
3,BOB,18-06-2011 00:00,600,2,984,25,DD,2011
3,BOB,18-06-2011 00:00,1200,2,984,25,DD,2011
3,BOB,18-06-2011 00:00,1800,2,986,25,DD,2011
3,BOB,19-06-2011 00:00,0,2,986,25,DD,2011
3,BOB,19-06-2011 00:00,300,2,987,25,DD,2011
3,BOB,19-06-2011 00:00,600,2,987,25,DD,2011
3,BOB,19-06-2011 00:00,1200,2,987,25,DD,2011
3,BOB,19-06-2011 00:00,1800,2,987,25,DD,2011
3,BOB,20-06-2011 00:00,0,2,987,25,DD,2011
3,BOB,20-06-2011 00:00,300,2,987,25,DD,2011
3,BOB,20-06-2011 00:00,600,1.5,990,20,D,2011
3,BOB,20-06-2011 00:00,1200,1.5,990,20,D,2011
3,BOB,20-06-2011 00:00,1800,1.5,990,20,D,2011
3,BOB,21-06-2011 00:00,0,1.5,990,20,D,2011
3,BOB,21-06-2011 00:00,300,1.5,990,20,D,2011
3,BOB,21-06-2011 00:00,600,1.5,990,20,D,2011
3,BOB,21-06-2011 00:00,1200,1.5,990,20,D,2011
3,BOB,21-06-2011 00:00,1800,1.5,990,20,D,2011
3,BOB,22-06-2011 00:00,0,1.5,991,20,D,2011
3,BOB,22-06-2011 00:00,300,1.5,992,20,D,2011
3,BOB,22-06-2011 00:00,600,1.5,992,20,D,2011
3,BOB,22-06-2011 00:00,1200,1.5,994,20,D,2011
3,BOB,22-06-2011 00:00,1800,1.5,992,20,D,2011
3,BOB,22-06-2011 00:00,1800,1.5,992,20,D,2011
3,BOB,22-06-2011 00:00,1800,1.5,992,20,D,2011
4,LAND,22-07-2011 00:00,0,1.5,990,20,D,2011
4,LAND,22-07-2011 00:00,300,1.5,990,20,D,2011
4,LAND,22-07-2011 00:00,600,1.5,990,20,D,2011
4,LAND,22-07-2011 00:00,1200,1.5,990,20,D,2011
4,LAND,22-07-2011 00:00,1800,1.5,992,20,D,2011
4,LAND,23-07-2011 00:00,0,1.5,992,20,D,2011
4,LAND,23-07-2011 00:00,0,1.5,992,20,D,2011
4,LAND,23-07-2011 00:00,0,1.5,992,20,D,2011
5,BOB,22-09-2011 00:00,300,1.5,998,25,D,2011
5,BOB,22-09-2011 00:00,600,1.5,998,25,D,2011
5,BOB,22-09-2011 00:00,1200,1.5,995,25,D,2011
5,BOB,22-09-2011 00:00,1800,1.5,998,25,D,2011
5,BOB,23-09-2011 00:00,0,1.5,1000,25,D,2011
5,BOB,23-09-2011 00:00,300,1.5,1002,25,D,2011
5,BOB,23-09-2011 00:00,600,1.5,1004,25,D,2011
5,BOB,23-09-2011 00:00,600,1.5,1004,25,D,2011
5,BOB,23-09-2011 00:00,600,1.5,1004,25,D,2011
6,BOB,19-10-2011 00:00,0,1.5,1002,25,D,2011
6,BOB,19-10-2011 00:00,300,1.5,1002,25,D,2011
6,BOB,19-10-2011 00:00,600,2,1002,30,DD,2011
6,BOB,19-10-2011 00:00,1200,2,1002,30,DD,2011
6,BOB,19-10-2011 00:00,1800,2,1002,30,DD,2011
6,BOB,20-10-2011 00:00,0,1.5,1004,25,D,2011
6,BOB,20-10-2011 00:00,0,1.5,1004,25,D,2011
6,BOB,20-10-2011 00:00,0,1.5,1004,25,D,2011
7,AS,29-10-2011 00:00,600,1.5,1004,25,D,2011
7,AS,29-10-2011 00:00,1200,1.5,1004,25,D,2011
7,AS,29-10-2011 00:00,1800,1.5,1004,25,D,2011
7,AS,29-10-2011 00:00,0,1.5,1004,25,D,2011
7,AS,30-10-2011 00:00,300,1.5,1004,25,D,2011
7,AS,30-10-2011 00:00,600,1.5,1002,25,D,2011
7,AS,30-10-2011 00:00,1200,1.5,1002,25,D,2011
7,AS,30-10-2011 00:00,1800,1.5,1002,25,D,2011
7,AS,31-10-2011 00:00,0,1.5,1002,25,D,2011
7,AS,31-10-2011 00:00,300,1.5,1000,25,D,2011
7,AS,31-10-2011 00:00,600,1.5,1000,25,D,2011
7,AS,31-10-2011 00:00,1200,1.5,1000,25,D,2011
7,AS,31-10-2011 00:00,1800,1.5,1000,25,D,2011
7,AS,01-11-2011 00:00,0,1.5,1000,25,D,2011
7,AS,01-11-2011 00:00,300,2,1000,30,DD,2011
7,AS,01-11-2011 00:00,600,2,1000,30,DD,2011
7,AS,01-11-2011 00:00,1200,2,1000,30,DD,2011
7,AS,01-11-2011 00:00,1800,2,1000,30,DD,2011
7,AS,02-11-2011 00:00,0,2,1000,30,DD,2011
7,AS,02-11-2011 00:00,300,2.5,998,35,CS,2011
7,AS,02-11-2011 00:00,600,2.5,996,35,CS,2011
7,AS,02-11-2011 00:00,900,2.5,996,35,CS,2011
7,AS,02-11-2011 00:00,1200,2.5,996,35,CS,2011
7,AS,02-11-2011 00:00,1500,2.5,996,35,CS,2011
7,AS,02-11-2011 00:00,1800,2,1000,30,DD,2011
7,AS,03-11-2011 00:00,0,2,1000,30,DD,2011
7,AS,03-11-2011 00:00,300,2,1000,30,DD,2011
7,AS,03-11-2011 00:00,600,2,1000,30,DD,2011
7,AS,03-11-2011 00:00,1200,2,1000,30,DD,2011
7,AS,03-11-2011 00:00,1800,2,1001,30,DD,2011
7,AS,04-11-2011 00:00,0,2,1001,30,DD,2011
7,AS,04-11-2011 00:00,300,1.5,1002,25,D,2011
7,AS,04-11-2011 00:00,300,1.5,1002,25,D,2011
7,AS,04-11-2011 00:00,300,1.5,1002,25,D,2011
8,AS,06-11-2011 00:00,600,1.5,1004,25,D,2011
8,AS,06-11-2011 00:00,1200,1.5,1004,25,D,2011
8,AS,06-11-2011 00:00,1800,1.5,1004,25,D,2011
8,AS,06-11-2011 00:00,0,1.5,1002,25,D,2011
8,AS,06-11-2011 00:00,300,1.5,1002,25,D,2011
8,AS,06-11-2011 00:00,600,1.5,1002,25,D,2011
8,AS,06-11-2011 00:00,1200,1.5,1002,25,D,2011
8,AS,06-11-2011 00:00,1800,1.5,1002,25,D,2011
8,AS,08-11-2011 00:00,0,1.5,1002,25,D,2011
8,AS,08-11-2011 00:00,300,2,1000,30,DD,2011
8,AS,08-11-2011 00:00,600,2,1000,30,DD,2011
8,AS,08-11-2011 00:00,1200,2,1000,30,DD,2011
8,AS,08-11-2011 00:00,1800,2,1000,30,DD,2011
8,AS,09-11-2011 00:00,0,2,1000,30,DD,2011
8,AS,09-11-2011 00:00,300,2,1000,30,DD,2011
8,AS,09-11-2011 00:00,600,2,1000,30,DD,2011
8,AS,09-11-2011 00:00,1200,1.5,1002,25,D,2011
8,AS,09-11-2011 00:00,1800,1.5,1002,25,D,2011
8,AS,10-11-2011 00:00,0,1.5,1002,25,D,2011
8,AS,10-11-2011 00:00,300,1.5,1002,25,D,2011
8,AS,10-11-2011 00:00,300,1.5,1002,25,D,2011
8,AS,10-11-2011 00:00,300,1.5,1002,25,D,2011
9,AS,26-11-2011 00:00,300,1.5,1002,25,D,2011
9,AS,26-11-2011 00:00,600,1.5,1002,25,D,2011
9,AS,26-11-2011 00:00,1200,1.5,1000,25,D,2011
9,AS,26-11-2011 00:00,1800,1.5,1000,25,D,2011
9,AS,27-11-2011 00:00,0,1.5,1000,25,D,2011
9,AS,27-11-2011 00:00,300,1.5,1000,25,D,2011
9,AS,27-11-2011 00:00,600,1.5,1000,25,D,2011
9,AS,27-11-2011 00:00,1200,1.5,1000,25,D,2011
9,AS,27-11-2011 00:00,1800,1.5,1000,25,D,2011
9,AS,28-11-2011 00:00,0,2,998,30,DD,2011
9,AS,28-11-2011 00:00,300,2,998,30,DD,2011
9,AS,28-11-2011 00:00,600,2,998,30,DD,2011
9,AS,28-11-2011 00:00,1200,2,998,30,DD,2011
9,AS,28-11-2011 00:00,1800,2,998,30,DD,2011
9,AS,29-11-2011 00:00,0,2,998,30,DD,2011
9,AS,29-11-2011 00:00,300,2,998,30,DD,2011
9,AS,29-11-2011 00:00,600,2,998,30,DD,2011
9,AS,29-11-2011 00:00,1200,1.5,1000,25,D,2011
9,AS,29-11-2011 00:00,1800,1.5,1000,25,D,2011
9,AS,30-11-2011 00:00,0,1.5,1000,25,D,2011
9,AS,30-11-2011 00:00,300,1.5,1000,25,D,2011
9,AS,30-11-2011 00:00,600,1.5,1000,25,D,2011
9,AS,30-11-2011 00:00,1200,1.5,1000,25,D,2011
9,AS,30-11-2011 00:00,1800,1.5,1000,25,D,2011
9,AS,01-12-2011 00:00,0,1.5,1002,25,D,2011
9,AS,01-12-2011 00:00,300,1.5,1002,25,D,2011
9,AS,01-12-2011 00:00,300,1.5,1002,25,D,2011
9,AS,01-12-2011 00:00,300,1.5,1002,25,D,2011
10,BOB,25-12-2011 00:00,1200,1.5,1000,25,D,2011
10,BOB,25-12-2011 00:00,1800,1.5,1000,25,D,2011
10,BOB,26-12-2011 00:00,0,2,998,30,DD,2011
10,BOB,26-12-2011 00:00,300,2,998,30,DD,2011
10,BOB,26-12-2011 00:00,600,2,998,30,DD,2011
10,BOB,26-12-2011 00:00,1200,2,998,30,DD,2011
10,BOB,26-12-2011 00:00,1800,2.5,996,35,CS,2011
10,BOB,26-12-2011 00:00,2100,2.5,996,35,CS,2011
10,BOB,27-12-2011 00:00,0,2.5,994,40,CS,2011
10,BOB,27-12-2011 00:00,300,2.5,994,40,CS,2011
10,BOB,27-12-2011 00:00,600,2.5,994,40,CS,2011
10,BOB,27-12-2011 00:00,900,2.5,992,40,CS,2011
10,BOB,27-12-2011 00:00,1200,2.5,992,40,CS,2011
10,BOB,27-12-2011 00:00,1500,3,992,45,CS,2011
10,BOB,27-12-2011 00:00,1800,3,992,45,CS,2011
10,BOB,27-12-2011 00:00,2100,3,992,45,CS,2011
10,BOB,28-12-2011 00:00,0,3,992,45,CS,2011
10,BOB,28-12-2011 00:00,300,3,987,45,CS,2011
10,BOB,28-12-2011 00:00,600,3,988,45,CS,2011
10,BOB,28-12-2011 00:00,900,3.5,986,55,SCS,2011
10,BOB,28-12-2011 00:00,1200,4,982,65,VSCS,2011
10,BOB,28-12-2011 00:00,1500,4,980,65,VSCS,2011
10,BOB,28-12-2011 00:00,1800,4,978,65,VSCS,2011
10,BOB,28-12-2011 00:00,2100,4,976,65,VSCS,2011
10,BOB,29-12-2011 00:00,0,4,974,70,VSCS,2011
10,BOB,29-12-2011 00:00,300,4.5,976,75,VSCS,2011
10,BOB,29-12-2011 00:00,600,4.5,972,75,VSCS,2011
10,BOB,29-12-2011 00:00,900,4.5,972,75,VSCS,2011
10,BOB,29-12-2011 00:00,1200,4.5,972,75,VSCS,2011
10,BOB,29-12-2011 00:00,1500,4.5,970,75,VSCS,2011
10,BOB,29-12-2011 00:00,1800,4.5,970,75,VSCS,2011
10,BOB,29-12-2011 00:00,2100,4.5,969,75,VSCS,2011
10,BOB,30-12-2011 00:00,0,4.5,969,75,VSCS,2011
10,BOB,30-12-2011 00:00,300,3.5,986,55,SCS,2011
10,BOB,30-12-2011 00:00,600,2,998,30,DD,2011
10,BOB,30-12-2011 00:00,1200,1.5,1000,25,D,2011
1,BOB,10-10-2012,1200,1.5,1003,25,D,2012
1,BOB,10-10-2012,1500,1.5,1003,25,D,2012
1,BOB,10-10-2012,1800,2,1002,30,DD,2012
1,BOB,11-10-2012 00:00,0,2,1002,30,DD,2012
1,BOB,11-10-2012 00:00,300,1.5,1006,20,D,2012
1,BOB,11-10-2012 00:00,300,1.5,1006,20,D,2012
2,ARB,22-10-2012 00:00,2100,1.5,1004,25,D,2012
2,ARB,23-10-2012 00:00,300,1.5,1004,25,D,2012
2,ARB,23-10-2012 00:00,1200,1.5,1003,25,D,2012
2,ARB,23-10-2012 00:00,1500,2,1002,30,DD,2012
2,ARB,24-10-2012 00:00,300,2,1002,30,DD,2012
2,ARB,24-10-2012 00:00,1200,2.5,1000,35,CS,2012
2,ARB,24-10-2012 00:00,1800,2.5,998,40,CS,2012
2,ARB,25-10-2012 00:00,0,2.5,1000,35,CS,2012
2,ARB,25-10-2012 00:00,300,2.5,1000,35,CS,2012
2,ARB,25-10-2012 00:00,600,2.5,1000,35,CS,2012
2,ARB,25-10-2012 00:00,1200,2.5,1000,35,CS,2012
2,ARB,25-10-2012 00:00,1800,2,1001,30,DD,2012
2,ARB,26-10-2012 00:00,0,1.5,1002,25,D,2012
2,ARB,26-10-2012 00:00,300,1.5,1002,25,D,2012
2,ARB,26-10-2012 00:00,300,1.5,1002,25,D,2012
3,BOB,28-10-2012 00:00,600,1.5,1004,25,D,2012
3,BOB,28-10-2012 00:00,1200,1.5,1003,25,D,2012
3,BOB,28-10-2012 00:00,1800,1.5,1002,25,D,2012
3,BOB,29-10-2012 00:00,0,2,1000,30,DD,2012
3,BOB,29-10-2012 00:00,300,2,1000,30,DD,2012
3,BOB,29-10-2012 00:00,600,2,1000,30,DD,2012
3,BOB,29-10-2012 00:00,1200,2,1000,30,DD,2012
3,BOB,29-10-2012 00:00,1800,2,1000,30,DD,2012
3,BOB,30-10-2012 00:00,0,2,999,30,DD,2012
3,BOB,30-10-2012 00:00,300,2.5,998,35,CS,2012
3,BOB,30-10-2012 00:00,600,2.5,996,35,CS,2012
3,BOB,30-10-2012 00:00,900,2.5,996,35,CS,2012
3,BOB,30-10-2012 00:00,1200,2.5,994,40,CS,2012
3,BOB,30-10-2012 00:00,1500,2.5,994,40,CS,2012
3,BOB,30-10-2012 00:00,1800,2.5,992,40,CS,2012
3,BOB,30-10-2012 00:00,2100,2.5,990,40,CS,2012
3,BOB,31-10-2012 00:00,0,3,988,45,CS,2012
3,BOB,31-10-2012 00:00,300,3,987,45,CS,2012
3,BOB,31-10-2012 00:00,600,3,987,45,CS,2012
3,BOB,31-10-2012 00:00,900,3,987,45,CS,2012
3,BOB,31-10-2012 00:00,1200,2.5,991,35,CS,2012
3,BOB,31-10-2012 00:00,1500,2.5,996,35,CS,2012
3,BOB,31-10-2012 00:00,1800,2,998,30,DD,2012
3,BOB,01-11-2012 00:00,0,1.5,999,20,D,2012
3,BOB,01-11-2012 00:00,300,1.5,1002,20,D,2012
3,BOB,01-11-2012 00:00,600,1.5,1002,20,D,2012
3,BOB,01-11-2012 00:00,1200,1.5,1002,20,D,2012
3,BOB,01-11-2012 00:00,1800,1.5,1004,20,D,2012
3,BOB,01-11-2012 00:00,1800,1.5,1004,20,D,2012
3,BOB,01-11-2012 00:00,1800,1.5,1004,20,D,2012
4,BOB,17-11-2012 00:00,600,1.5,1004,25,D,2012
4,BOB,17-11-2012 00:00,900,2,1003,30,DD,2012
4,BOB,17-11-2012 00:00,1200,2,1002,30,DD,2012
4,BOB,17-11-2012 00:00,1800,2,1002,30,DD,2012
4,BOB,18-11-2012 00:00,0,2,1002,30,DD,2012
4,BOB,18-11-2012 00:00,300,2,1002,30,DD,2012
4,BOB,18-11-2012 00:00,600,2,1002,30,DD,2012
4,BOB,18-11-2012 00:00,1200,2,1002,30,DD,2012
4,BOB,18-11-2012 00:00,1800,2,1002,30,DD,2012
4,BOB,19-11-2012 00:00,0,1.5,1004,25,D,2012
4,BOB,19-11-2012 00:00,300,1.5,1004,25,D,2012
4,BOB,19-11-2012 00:00,600,1.5,1004,25,D,2012
4,BOB,19-11-2012 00:00,1200,1.5,1005,20,D,2012
4,BOB,19-11-2012 00:00,1200,1.5,1005,20,D,2012
4,BOB,19-11-2012 00:00,1200,1.5,1005,20,D,2012
5,ARB,22-12-2012 00:00,600,1.5,1004,25,D,2012
5,ARB,22-12-2012 00:00,900,1.5,1004,25,D,2012
5,ARB,22-12-2012 00:00,1200,1.5,1003,25,D,2012
5,ARB,23-12-2012 00:00,0,2,1002,30,DD,2012
5,ARB,23-12-2012 00:00,300,2,1002,30,DD,2012
5,ARB,23-12-2012 00:00,1200,2,1002,30,DD,2012
5,ARB,24-12-2012 00:00,300,2,1002,30,DD,2012
5,ARB,24-12-2012 00:00,1200,1.5,1004,25,D,2012
1,BOB,10-05-2013 00:00,900,1.5,1004,25,D,2013
1,BOB,10-05-2013 00:00,1200,2,1002,30,DD,2013
1,BOB,10-05-2013 00:00,1800,2,1000,30,DD,2013
1,BOB,11-05-2013 00:00,0,2,998,30,DD,2013
1,BOB,11-05-2013 00:00,300,2.5,996,35,CS,2013
1,BOB,11-05-2013 00:00,600,2.5,996,35,CS,2013
1,BOB,11-05-2013 00:00,900,2.5,996,35,CS,2013
1,BOB,11-05-2013 00:00,1200,2.5,994,40,CS,2013
1,BOB,11-05-2013 00:00,1500,2.5,994,40,CS,2013
1,BOB,11-05-2013 00:00,1800,2.5,994,40,CS,2013
1,BOB,11-05-2013 00:00,2100,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,0,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,300,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,600,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,900,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,1200,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,1500,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,1800,2.5,994,40,CS,2013
1,BOB,12-05-2013 00:00,2100,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,0,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,300,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,600,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,900,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,1200,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,1500,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,1800,2.5,994,40,CS,2013
1,BOB,13-05-2013 00:00,2100,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,0,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,300,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,600,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,900,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,1200,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,1500,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,1800,2.5,994,40,CS,2013
1,BOB,14-05-2013 00:00,2100,2.5,994,40,CS,2013
1,BOB,15-05-2013 00:00,0,2.5,994,40,CS,2013
1,BOB,15-05-2013 00:00,300,2.5,992,40,CS,2013
1,BOB,15-05-2013 00:00,600,3,990,45,CS,2013
1,BOB,15-05-2013 00:00,900,3,990,45,CS,2013
1,BOB,15-05-2013 00:00,1200,3,990,45,CS,2013
1,BOB,15-05-2013 00:00,1500,3,990,45,CS,2013
1,BOB,15-05-2013 00:00,1800,3,990,45,CS,2013
1,BOB,15-05-2013 00:00,2100,3,990,45,CS,2013
1,BOB,16-05-2013 00:00,0,3,990,45,CS,2013
1,BOB,16-05-2013 00:00,300,3,990,45,CS,2013
1,BOB,16-05-2013 00:00,600,3,990,45,CS,2013
1,BOB,16-05-2013 00:00,900,2.5,994,40,CS,2013
1,BOB,16-05-2013 00:00,1200,2,996,30,DD,2013
1,BOB,16-05-2013 00:00,1800,1.5,998,25,D,2013
1,BOB,16-05-2013 00:00,1800,1.5,998,25,D,2013
1,BOB,16-05-2013 00:00,1800,1.5,998,25,D,2013
2,BOB,29-05-2013 00:00,300,1.5,996,25,D,2013
2,BOB,29-05-2013 00:00,600,1.5,996,25,D,2013
2,BOB,29-05-2013 00:00,900,1.5,996,25,D,2013
2,BOB,29-05-2013 00:00,1200,1.5,994,25,D,2013
2,BOB,29-05-2013 00:00,1500,1.5,994,20,D,2013
2,BOB,29-05-2013 00:00,1800,1.5,994,20,D,2013
2,BOB,30-05-2013 00:00,0,1.5,994,20,D,2013
2,BOB,30-05-2013 00:00,300,1.5,990,20,D,2013
2,BOB,30-05-2013 00:00,600,1.5,990,20,D,2013
2,BOB,30-05-2013 00:00,1200,1.5,990,20,D,2013
2,BOB,30-05-2013 00:00,1800,1.5,990,20,D,2013
2,BOB,31-05-2013 00:00,0,1.5,990,20,D,2013
2,BOB,31-05-2013 00:00,300,1.5,990,20,D,2013
2,BOB,31-05-2013 00:00,600,1.5,994,20,D,2013
2,BOB,31-05-2013 00:00,900,1.5,996,20,D,2013
2,BOB,31-05-2013 00:00,900,1.5,996,20,D,2013
2,BOB,31-05-2013 00:00,900,1.5,996,20,D,2013
3,BOB,30-07-2013 00:00,300,1.5,990,25,D,2013
3,BOB,30-07-2013 00:00,600,1.5,990,25,D,2013
3,BOB,30-07-2013 00:00,1200,1.5,990,25,D,2013
3,BOB,30-07-2013 00:00,1800,1.5,992,20,D,2013
3,BOB,31-07-2013 00:00,0,1.5,992,20,D,2013
3,BOB,31-07-2013 00:00,300,1.5,992,20,D,2013
3,BOB,31-07-2013 00:00,600,1.5,992,20,D,2013
3,BOB,31-07-2013 00:00,1200,1.5,992,20,D,2013
3,BOB,01-08-2013 00:00,0,1.5,992,20,D,2013
3,BOB,01-08-2013 00:00,0,1.5,992,20,D,2013
3,BOB,01-08-2013 00:00,0,1.5,992,20,D,2013
4,BOB,20-08-2013 00:00,0,1.5,990,25,D,2013
4,BOB,20-08-2013 00:00,300,1.5,990,25,D,2013
4,BOB,20-08-2013 00:00,600,1.5,990,25,D,2013
4,BOB,20-08-2013 00:00,1200,1.5,990,25,D,2013
4,BOB,20-08-2013 00:00,1800,1.5,990,25,D,2013
4,BOB,21-08-2013 00:00,0,1.5,990,20,D,2013
4,BOB,21-08-2013 00:00,300,1.5,992,20,D,2013
4,BOB,21-08-2013 00:00,600,1.5,992,20,D,2013
4,BOB,21-08-2013 00:00,1200,1.5,991,20,D,2013
4,BOB,21-08-2013 00:00,1800,1.5,994,20,D,2013
4,BOB,22-08-2013 00:00,0,1.5,994,20,D,2013
4,BOB,22-08-2013 00:00,300,1.5,994,20,D,2013
4,BOB,22-08-2013 00:00,600,1.5,996,20,D,2013
4,BOB,22-08-2013 00:00,1200,1.5,998,20,D,2013
4,BOB,23-08-2013 00:00,0,1.5,998,20,D,2013
4,BOB,23-08-2013 00:00,0,1.5,998,20,D,2013
4,BOB,23-08-2013 00:00,0,1.5,998,20,D,2013
5,BOB,08-10-2013 00:00,300,1.5,1004,25,D,2013
5,BOB,08-10-2013 00:00,600,1.5,1004,25,D,2013
5,BOB,08-10-2013 00:00,1200,1.5,1003,25,D,2013
5,BOB,08-10-2013 00:00,1800,1.5,1003,25,D,2013
5,BOB,09-10-2013 00:00,0,2,1002,30,DD,2013
5,BOB,09-10-2013 00:00,300,2,1001,30,DD,2013
5,BOB,09-10-2013 00:00,600,2,1000,30,DD,2013
5,BOB,09-10-2013 00:00,600,2,1000,30,DD,2013
5,BOB,09-10-2013 00:00,900,2,1000,30,DD,2013
5,BOB,09-10-2013 00:00,1200,2.5,999,35,CS,2013
5,BOB,09-10-2013 00:00,1500,2.5,999,35,CS,2013
5,BOB,09-10-2013 00:00,1800,2.5,998,40,CS,2013
5,BOB,09-10-2013 00:00,2100,3,996,45,CS,2013
5,BOB,10-10-2013 00:00,0,3,996,45,CS,2013
5,BOB,10-10-2013 00:00,300,3.5,990,55,SCS,2013
5,BOB,10-10-2013 00:00,600,4,984,65,VSCS,2013
5,BOB,10-10-2013 00:00,900,4,982,70,VSCS,2013
5,BOB,10-10-2013 00:00,1200,4.5,976,75,VSCS,2013
5,BOB,10-10-2013 00:00,1500,5,966,90,SuCS,2013
5,BOB,10-10-2013 00:00,1800,5,960,95,SuCS,2013
5,BOB,10-10-2013 00:00,2100,5.5,954,100,SuCS,2013
5,BOB,11-10-2013 00:00,0,5.5,946,110,SuCS,2013
5,BOB,11-10-2013 00:00,300,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,600,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,900,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,1200,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,1500,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,1800,6,940,115,SuCS,2013
5,BOB,11-10-2013 00:00,2100,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,0,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,300,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,600,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,900,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,1200,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,1500,6,940,115,SuCS,2013
5,BOB,12-10-2013 00:00,1800,5.5,956,100,SuCS,2013
5,BOB,12-10-2013 00:00,2100,5,966,90,SuCS,2013
5,BOB,13-10-2013 00:00,0,4.5,976,75,VSCS,2013
5,BOB,13-10-2013 00:00,300,3.5,990,55,SCS,2013
5,BOB,13-10-2013 00:00,600,2.5,992,40,CS,2013
5,BOB,13-10-2013 00:00,900,2.5,993,35,CS,2013
5,BOB,13-10-2013 00:00,1200,2.5,994,35,CS,2013
5,BOB,13-10-2013 00:00,1800,2,996,30,DD,2013
5,BOB,14-10-2013 00:00,0,2,1000,30,DD,2013
5,BOB,14-10-2013 00:00,300,1.5,1002,25,D,2013
5,BOB,14-10-2013 00:00,600,1.5,1004,25,D,2013
5,BOB,14-10-2013 00:00,600,1.5,1004,25,D,2013
5,BOB,14-10-2013 00:00,600,1.5,1004,25,D,2013
6,AS,08-11-2013 00:00,600,1.5,1006,25,D,2013
6,AS,08-11-2013 00:00,1200,1.5,1004,25,D,2013
6,AS,08-11-2013 00:00,1800,1.5,1004,25,D,2013
